tenant_host,jurisdiction,gov_id,gov_name,gov_type,tier,evidence,new_meeting_body,new_hub_slug,country,state,old_hub_slug,municipal_type_word,state_heading
slc.primegov.com,"Salt Lake City, UT",us:place:4967000,"Salt Lake City, UT",municipality,pinned,tenant_overrides.csv slc.primegov.com source=known_domains,,salt-lake-city-ut,us,UT,salt-lake-city-ut,no,Cities & towns
lacity.primegov.com,"Los Angeles, CA",us:place:0644000,"Los Angeles, CA",municipality,pinned,tenant_overrides.csv lacity.primegov.com source=known_domains,,los-angeles-ca,us,CA,los-angeles-ca,no,Cities & towns
okc.primegov.com,"City of Oklahoma City, OK",us:place:4055000,"Oklahoma City, OK",municipality,registry,us_places.csv Oklahoma City city,,oklahoma-city-ok,us,OK,oklahoma-city-ok,yes,Cities & towns
losaltoshillsca.portal.civicclerk.com,"LOS ALTOS HILLS, CA",us:place:0643294,"Los Altos Hills, CA",municipality,registry,us_places.csv Los Altos Hills town,,los-altos-hills-ca,us,CA,los-altos-hills-ca,no,Cities & towns
burnsville.civicweb.net,City of Burnsville,us:place:2708794,"Burnsville, MN",municipality,registry,us_places.csv Burnsville city,,burnsville-mn,us,MN,burnsville,yes,Cities & towns
mesa.legistar.com,City of Mesa,,City of Mesa,municipality,unresolved,no state for 'City of Mesa',,city-of-mesa,us,,mesa,yes,Cities & towns
baltimore.legistar.com,"Baltimore, MD",us:place:2404000,"Baltimore, MD",municipality,registry,us_places.csv Baltimore city,,baltimore-md,us,MD,baltimore-md,no,Cities & towns
pub-bakersfield.escribemeetings.com,"City of Bakersfield, CA",us:place:0603526,"Bakersfield, CA",municipality,registry,us_places.csv Bakersfield city,,bakersfield-ca,us,CA,bakersfield-ca,yes,Cities & towns
pub-bakersfield.escribemeetings.com,"Bakersfield, CA",us:place:0603526,"Bakersfield, CA",municipality,registry,us_places.csv Bakersfield city,,bakersfield-ca,us,CA,bakersfield-ca,no,Cities & towns
phoenix.legistar.com,Phoenix,,Phoenix,other,unresolved,no state for 'Phoenix',,phoenix,us,,phoenix,no,Other public bodies
martinez.granicus.com,"City of Martinez, CA",us:place:0646114,"Martinez, CA",municipality,registry,us_places.csv Martinez city,,martinez-ca,us,CA,martinez-ca,yes,Cities & towns
www.cityofsanrafael.org,"San Rafael, CA",us:place:0668364,"San Rafael, CA",municipality,registry,us_places.csv San Rafael city,,san-rafael-ca,us,CA,san-rafael-ca,no,Cities & towns
www.cityofbelvedere.org,"Belvedere, CA",us:place:0605164,"Belvedere, CA",municipality,registry,us_places.csv Belvedere city,,belvedere-ca,us,CA,belvedere-ca,no,Cities & towns
virginiabeach.cablecast.tv,"Virginia Beach, VA",us:place:5182000,"Virginia Beach, VA",municipality,registry,us_places.csv Virginia Beach city,,virginia-beach-va,us,VA,virginia-beach-va,no,Cities & towns
sandiego.granicus.com,"City of San Diego, CA",us:place:0666000,"San Diego, CA",municipality,registry,us_places.csv San Diego city,,san-diego-ca,us,CA,san-diego-ca,yes,Cities & towns
king.granicus.com,King County,rtr:us:nc:king-county,"King County, NC",county,pinned,tenant_overrides.csv king.granicus.com source=auto_derived+inferred_unique_name,,king-county-nc,us,NC,king-county,no,Counties & regions
oakland.granicus.com,"City of Oakland, CA",us:place:0653000,"Oakland, CA",municipality,registry,us_places.csv Oakland city,,oakland-ca,us,CA,oakland-ca,yes,Cities & towns
kaufmancountytx.new.swagit.com,"Kaufman County, TX",us:county:48257,"Kaufman County, TX",county,registry,us_counties.csv Kaufman County,,kaufman-county-tx,us,TX,kaufman-county-tx,no,Counties & regions
sanantoniotx.new.swagit.com,"San Antonio, TX",us:place:4865000,"San Antonio, TX",municipality,registry,us_places.csv San Antonio city,,san-antonio-tx,us,TX,san-antonio-tx,no,Cities & towns
carsonca.cablecast.tv,Carson,us:place:0611530,"Carson, CA",municipality,registry,us_places.csv Carson city (state from subdomain carsonca.cablecast.tv),,carson-ca,us,CA,carson,no,Cities & towns
concordca.cablecast.tv,City of Concord,us:place:0616000,"Concord, CA",municipality,registry,us_places.csv Concord city (state from subdomain concordca.cablecast.tv),,concord-ca,us,CA,concord,yes,Cities & towns
king-county-tv.cablecast.tv,"King County, WA",us:county:53033,"King County, WA",county,registry,us_counties.csv King County,,king-county-wa,us,WA,king-county-wa,no,Counties & regions
edina-mn.cablecast.tv,Edina,us:place:2718188,"Edina, MN",municipality,registry,us_places.csv Edina city (state from subdomain edina-mn.cablecast.tv),,edina-mn,us,MN,edina,no,Cities & towns
alamedacounty.granicus.com,"Alameda County, CA",us:county:06001,"Alameda County, CA",county,registry,us_counties.csv Alameda County,,alameda-county-ca,us,CA,alameda-county-ca,no,Counties & regions
boston.granicus.com,"City of Boston, MA",us:place:2507000,"Boston, MA",municipality,registry,us_places.csv Boston city,,boston-ma,us,MA,boston-ma,yes,Cities & towns
charlottenc.granicus.com,"City of Charlotte, NC",us:place:3712000,"Charlotte, NC",municipality,registry,us_places.csv Charlotte city,,charlotte-nc,us,NC,charlotte-nc,yes,Cities & towns
cincinnatioh.granicus.com,"Cincinnati, OH",us:place:3915000,"Cincinnati, OH",municipality,registry,us_places.csv Cincinnati city,,cincinnati-oh,us,OH,cincinnati-oh,no,Cities & towns
corpuschristi.granicus.com,"City of Corpus Christi, TX",us:place:4817000,"Corpus Christi, TX",municipality,registry,us_places.csv Corpus Christi city,,corpus-christi-tx,us,TX,corpus-christi-tx,yes,Cities & towns
fortworthgov.granicus.com,"City of Fort Worth, TX",us:place:4827000,"Fort Worth, TX",municipality,registry,us_places.csv Fort Worth city,,fort-worth-tx,us,TX,fort-worth-tx,yes,Cities & towns
indianapolis.granicus.com,"City of Indianapolis, IN",us:place:1836003,"Indianapolis, IN",municipality,registry,us_places.csv Indianapolis city (balance),,indianapolis-in,us,IN,indianapolis-in,yes,Cities & towns
lasvegas.primegov.com,City of Las Vegas,,City of Las Vegas,municipality,unresolved,no state for 'City of Las Vegas',,city-of-las-vegas,us,,las-vegas,yes,Cities & towns
memphis.granicus.com,"Memphis, TN",us:place:4748000,"Memphis, TN",municipality,registry,us_places.csv Memphis city,,memphis-tn,us,TN,memphis-tn,no,Cities & towns
nashville.granicus.com,"Nashville-Davidson County, TN",us:place:4752006,"Nashville-Davidson, TN",municipality,registry,us_places.csv Nashville-Davidson metropolitan government (balance) (consolidated government),,nashville-davidson-tn,us,TN,nashville-davidson-county-tn,no,Cities & towns
dc.granicus.com,"Washington, DC",us:place:1150000,"Washington, DC",municipality,pinned,tenant_overrides.csv dc.granicus.com source=auto_derived+known_domains,,washington-dc,us,DC,washington-dc,no,Cities & towns
pub-arranelderslie.escribemeetings.com,"Arran-Elderslie, ON",ca:csd:3541043,"Arran-Elderslie, ON",municipality,registry,ca_csd.csv Arran-Elderslie,,arran-elderslie-on,ca,ON,arran-elderslie-on,no,Cities & towns
pub-corona.escribemeetings.com,"Corona, CA",us:place:0616350,"Corona, CA",municipality,registry,us_places.csv Corona city,,corona-ca,us,CA,corona-ca,no,Cities & towns
pub-delta.escribemeetings.com,Delta,ca:csd:5915011,"Delta, BC",municipality,registry,ca_csd.csv Delta (state from tenant_hints.csv pub-delta.escribemeetings.com),,delta-bc,ca,BC,delta,no,Cities & towns
chestercopa.portal.civicclerk.com,"Chester County, PA",us:county:42029,"Chester County, PA",county,registry,us_counties.csv Chester County,,chester-county-pa,us,PA,chester-county-pa,no,Counties & regions
pub-erin.escribemeetings.com,Town of Erin,us:place:4724320,"Erin, TN",municipality,registry,us_places.csv Erin city (state from tenant_hints.csv pub-erin.escribemeetings.com),,erin-tn,us,TN,town-of-erin,yes,Cities & towns
escambiacofl.portal.civicclerk.com,"Escambia County, FL",us:county:12033,"Escambia County, FL",county,registry,us_counties.csv Escambia County,,escambia-county-fl,us,FL,escambia-county-fl,no,Counties & regions
pub-markham.escribemeetings.com,City of Markham,us:place:1747007,"Markham, IL",municipality,registry,us_places.csv Markham city (state from tenant_hints.csv pub-markham.escribemeetings.com),,markham-il,us,IL,markham,yes,Cities & towns
laquinta.cablecast.tv,"La Quinta, CA",us:place:0640354,"La Quinta, CA",municipality,registry,us_places.csv La Quinta city,,la-quinta-ca,us,CA,la-quinta-ca,no,Cities & towns
pub-milton.escribemeetings.com,"Town of Milton, ON",ca:csd:3524009,"Milton, ON",municipality,registry,ca_csd.csv Milton,,milton-on,ca,ON,town-of-milton-on,yes,Cities & towns
pub-peelregion.escribemeetings.com,"Peel Region, ON",ca:cd:3521,"Peel, ON",county,registry,ca_cd.csv Peel,,peel-on,ca,ON,peel-region-on,no,Counties & regions
millcreekut.portal.civicclerk.com,Mill Creek,us:place:4950150,"Millcreek, UT",municipality,registry,us:place:4950150 Millcreek city matched with spacing ignored,,millcreek-ut,us,UT,mill-creek,no,Cities & towns
bcnv.primegov.com,"City of Boulder City, NV",us:place:3206500,"Boulder City, NV",municipality,registry,us_places.csv Boulder City city,,boulder-city-nv,us,NV,boulder-city-nv,yes,Cities & towns
pub-pickering.escribemeetings.com,City of Pickering,us:place:2957404,"Pickering, MO",municipality,registry,us_places.csv Pickering city (state from tenant_hints.csv pub-pickering.escribemeetings.com),,pickering-mo,us,MO,pickering,yes,Cities & towns
pub-victoria.escribemeetings.com,City of Victoria,ca:csd:5917034,"Victoria, BC",municipality,registry,ca_csd.csv Victoria (state from tenant_hints.csv pub-victoria.escribemeetings.com),,victoria-bc,ca,BC,victoria,yes,Cities & towns
camarillo.primegov.com,"City of Camarillo, CA",us:place:0610046,"Camarillo, CA",municipality,registry,us_places.csv Camarillo city,,camarillo-ca,us,CA,camarillo-ca,yes,Cities & towns
jaxcityc.granicus.com,"City of Jacksonville, FL",us:place:1235000,"Jacksonville, FL",municipality,registry,us_places.csv Jacksonville city,,jacksonville-fl,us,FL,jacksonville-fl,yes,Cities & towns
surpriseaz.portal.civicclerk.com,"Surprise, AZ",us:place:0471510,"Surprise, AZ",municipality,registry,us_places.csv Surprise city,,surprise-az,us,AZ,surprise-az,no,Cities & towns
traviscotx.portal.civicclerk.com,"Travis County, TX",us:county:48453,"Travis County, TX",county,registry,us_counties.csv Travis County,,travis-county-tx,us,TX,travis-county-tx,no,Counties & regions
ccta.primegov.com,"Contra Costa Transportation Authority, CA",rtr:us:ca:contra-costa-transportation-authority,"Contra Costa Transportation Authority, CA",special_district,pinned,tenant_overrides.csv ccta.primegov.com source=known_domains,,contra-costa-transportation-authority-ca,us,CA,contra-costa-transportation-authority-ca,no,Agencies & special districts
ashlandcowi.portal.civicclerk.com,"Ashland County, WI",us:county:55003,"Ashland County, WI",county,registry,us_counties.csv Ashland County,,ashland-county-wi,us,WI,ashland-county-wi,no,Counties & regions
pub-northcowichan.escribemeetings.com,"Town of Lake Cowichan, BC",ca:csd:5919016,"Lake Cowichan, BC",municipality,registry,ca_csd.csv Lake Cowichan,,lake-cowichan-bc,ca,BC,town-of-lake-cowichan-bc,yes,Cities & towns
cityofhawthorne.primegov.com,City of Hawthorne,,City of Hawthorne,municipality,unresolved,no state for 'City of Hawthorne',,city-of-hawthorne,us,,hawthorne,yes,Cities & towns
simivalley.granicus.com,"City of Simi Valley, CA",us:place:0672016,"Simi Valley, CA",municipality,registry,us_places.csv Simi Valley city,,simi-valley-ca,us,CA,simi-valley-ca,yes,Cities & towns
chathamcountyga.iqm2.com,"Chatham County, GA",us:county:13051,"Chatham County, GA",county,registry,us_counties.csv Chatham County,,chatham-county-ga,us,GA,chatham-county-ga,no,Counties & regions
cityofmenifee.primegov.com,"City of Menifee, CA",us:place:0646842,"Menifee, CA",municipality,registry,us_places.csv Menifee city,,menifee-ca,us,CA,menifee-ca,yes,Cities & towns
pub-cornwall.escribemeetings.com,Cornwall,us:place:4216256,"Cornwall, PA",municipality,registry,us_places.csv Cornwall borough (state from tenant_hints.csv pub-cornwall.escribemeetings.com),,cornwall-pa,us,PA,cornwall,no,Cities & towns
pub-dryden.escribemeetings.com,City of Dryden,ca:csd:3560027,"Dryden, ON",municipality,registry,ca_csd.csv Dryden (state from tenant_hints.csv pub-dryden.escribemeetings.com),,dryden-on,ca,ON,dryden,yes,Cities & towns
cityofoviedo.primegov.com,"City of Oviedo, FL",us:place:1253575,"Oviedo, FL",municipality,registry,us_places.csv Oviedo city,,oviedo-fl,us,FL,oviedo-fl,yes,Cities & towns
riversideca.granicus.com,Riverside,us:place:0662000,"Riverside, CA",municipality,registry,us_places.csv Riverside city (state from subdomain riversideca.granicus.com),,riverside-ca,us,CA,riverside,no,Cities & towns
cvrd.primegov.com,Duncan,,Duncan,other,unresolved,no state for 'Duncan',,duncan,us,,duncan,no,Other public bodies
pub-garfield.escribemeetings.com,"Garfield, CO",us:county:08045,"Garfield County, CO",county,registry,us_counties.csv Garfield County,,garfield-county-co,us,CO,garfield-co,no,Counties & regions
dpwlacity.primegov.com,"City of Los Angeles, CA",us:place:0644000,"Los Angeles, CA",municipality,registry,us_places.csv Los Angeles city,,los-angeles-ca,us,CA,los-angeles-ca,yes,Cities & towns
rochestermn.granicus.com,"Rochester, MN",us:place:2754880,"Rochester (city), MN",municipality,registry,us_places.csv Rochester city,,rochester-city-mn,us,MN,rochester-mn,no,Cities & towns
cityofsancarlos.primegov.com,"City of San Carlos, CA",us:place:0665070,"San Carlos, CA",municipality,registry,us_places.csv San Carlos city,,san-carlos-ca,us,CA,san-carlos-ca,yes,Cities & towns
pub-cambridge.escribemeetings.com,City of Cambridge,,City of Cambridge,municipality,unresolved,no state for 'City of Cambridge',,city-of-cambridge,us,,cambridge,yes,Cities & towns
prescottvalley.primegov.com,"Town of Prescott Valley, AZ",us:place:0457450,"Prescott Valley, AZ",municipality,registry,us_places.csv Prescott Valley town,,prescott-valley-az,us,AZ,town-of-prescott-valley-az,yes,Cities & towns
pub-courtenay.escribemeetings.com,"Courtenay, BC",ca:csd:5926010,"Courtenay, BC",municipality,registry,ca_csd.csv Courtenay,,courtenay-bc,ca,BC,courtenay-bc,no,Cities & towns
albanyca.primegov.com,"City of Albany, CA",us:place:0600674,"Albany, CA",municipality,registry,us_places.csv Albany city,,albany-ca,us,CA,albany-ca,yes,Cities & towns
adjala-tosorontio.civicweb.net,"Township of Adjala-Tosorontio, ON",ca:csd:3543003,"Adjala-Tosorontio, ON",municipality,registry,ca_csd.csv Adjala-Tosorontio,,adjala-tosorontio-on,ca,ON,township-of-adjala-tosorontio-on,yes,Cities & towns
pub-sandag.escribemeetings.com,"City of San Diego, CA",rtr:us:ca:san-diego-association-of-governments,"San Diego Association of Governments, CA",special_district,pinned,tenant_overrides.csv pub-sandag.escribemeetings.com source=architecture_doc_1_3,,san-diego-association-of-governments-ca,us,CA,san-diego-ca,yes,Agencies & special districts
pub-blindriver.escribemeetings.com,"Blind River, ON",ca:csd:3557038,"Blind River, ON",municipality,registry,ca_csd.csv Blind River,,blind-river-on,ca,ON,blind-river-on,no,Cities & towns
cityoflancasterca.primegov.com,"Lancaster, CA",us:place:0640130,"Lancaster, CA",municipality,pinned,tenant_overrides.csv cityoflancasterca.primegov.com source=known_domains,,lancaster-ca,us,CA,lancaster-ca,no,Cities & towns
huron-township.cablecast.tv,Huron Township,,Huron Township,township,unresolved,no state for 'Huron Township',,huron-township,us,,huron-township,no,Cities & towns
pub-bluemountains.escribemeetings.com,"The Blue Mountains, ON",ca:csd:3542045,"The Blue Mountains, ON",municipality,registry,ca_csd.csv The Blue Mountains,,the-blue-mountains-on,ca,ON,the-blue-mountains-on,no,Cities & towns
emporiaks.portal.civicclerk.com,"Emporia, KS",us:place:2021275,"Emporia (city), KS",municipality,registry,us_places.csv Emporia city,,emporia-city-ks,us,KS,emporia-ks,no,Cities & towns
riverviewmi.cablecast.tv,City of Riverview,us:place:2668880,"Riverview, MI",municipality,registry,us_places.csv Riverview city (state from subdomain riverviewmi.cablecast.tv),,riverview-mi,us,MI,riverview,yes,Cities & towns
pub-bouldercounty.escribemeetings.com,"Boulder County, CO",us:county:08013,"Boulder County, CO",county,registry,us_counties.csv Boulder County,,boulder-county-co,us,CO,boulder-county-co,no,Counties & regions
glendaleca.primegov.com,"City of Glendale, CA",us:place:0630000,"Glendale, CA",municipality,registry,us_places.csv Glendale city,,glendale-ca,us,CA,glendale-ca,yes,Cities & towns
citychannel-ia.cablecast.tv,"Dubuque, IA",us:place:1922395,"Dubuque, IA",municipality,registry,us_places.csv Dubuque city,,dubuque-ia,us,IA,dubuque-ia,no,Cities & towns
cityofcoralvilleiowa.cablecast.tv,"City of Coralville, IA",us:place:1916230,"Coralville, IA",municipality,registry,us_places.csv Coralville city,,coralville-ia,us,IA,coralville-ia,yes,Cities & towns
raleigh.granicus.com,"City of Raleigh, NC",us:place:3755000,"Raleigh, NC",municipality,registry,us_places.csv Raleigh city,,raleigh-nc,us,NC,raleigh-nc,yes,Cities & towns
pub-brampton.escribemeetings.com,"City of Brampton, ON",ca:csd:3521010,"Brampton, ON",municipality,registry,ca_csd.csv Brampton,,brampton-on,ca,ON,brampton-on,yes,Cities & towns
sacog.primegov.com,"City of Galt, CA",us:place:0628112,"Galt, CA",municipality,registry,us_places.csv Galt city,,galt-ca,us,CA,galt-ca,yes,Cities & towns
rockvillemd.granicus.com,"City of Rockville, MD",us:place:2467675,"Rockville, MD",municipality,registry,us_places.csv Rockville city,,rockville-md,us,MD,rockville-md,yes,Cities & towns
cityofredlands.cablecast.tv,"Redlands, CA",us:place:0659962,"Redlands, CA",municipality,registry,us_places.csv Redlands city,,redlands-ca,us,CA,redlands-ca,no,Cities & towns
pub-brucecounty.escribemeetings.com,Bruce County,,Bruce County,county,unresolved,no state for 'Bruce County',,bruce-county,us,,bruce-county,no,Counties & regions
desplainesil.cablecast.tv,"Des Plaines, IL",us:place:1719642,"Des Plaines, IL",municipality,registry,us_places.csv Des Plaines city,,des-plaines-il,us,IL,des-plaines-il,no,Cities & towns
glendoraca.cablecast.tv,City of Glendora,us:place:0630014,"Glendora, CA",municipality,registry,us_places.csv Glendora city (state from subdomain glendoraca.cablecast.tv),,glendora-ca,us,CA,glendora,yes,Cities & towns
elcerritoca.portal.civicclerk.com,"El Cerrito, CA",us:place:0621796,"El Cerrito, CA",municipality,registry,us_places.csv El Cerrito city,,el-cerrito-ca,us,CA,el-cerrito-ca,no,Cities & towns
hctv.cablecast.tv,Holden,,Holden,other,unresolved,no state for 'Holden',,holden,us,,holden,no,Other public bodies
ventura.primegov.com,"Ventura County, CA",us:county:06111,"Ventura County, CA",county,pinned,tenant_overrides.csv ventura.primegov.com source=known_domains,,ventura-county-ca,us,CA,ventura-county-ca,no,Counties & regions
pub-caledon.escribemeetings.com,"Caledon, ON",ca:csd:3521024,"Caledon, ON",municipality,registry,ca_csd.csv Caledon,,caledon-on,ca,ON,caledon-on,no,Cities & towns
leonvalleytx.cablecast.tv,"Leon Valley, TX",us:place:4842388,"Leon Valley, TX",municipality,registry,us_places.csv Leon Valley city,,leon-valley-tx,us,TX,leon-valley-tx,no,Cities & towns
nashville.cablecast.tv,Nashville,us:place:4752006,"Nashville-Davidson, TN",municipality,registry,governments.csv curated alias (state from tenant_hints.csv nashville.cablecast.tv),,nashville-davidson-tn,us,TN,nashville,no,Cities & towns
norfolk-va.cablecast.tv,Norfolk,us:place:5157000,"Norfolk, VA",municipality,registry,us_places.csv Norfolk city (state from subdomain norfolk-va.cablecast.tv),,norfolk-va,us,VA,norfolk,no,Cities & towns
kansascity.granicus.com,Kansas City,us:place:2938000,"Kansas City, MO",municipality,registry,us_places.csv Kansas City city (state from tenant_hints.csv kansascity.granicus.com),,kansas-city-mo,us,MO,kansas-city,no,Cities & towns
pub-capecoral.escribemeetings.com,"City of Cape Coral, FL",us:place:1210275,"Cape Coral, FL",municipality,registry,us_places.csv Cape Coral city,,cape-coral-fl,us,FL,cape-coral-fl,yes,Cities & towns
rpcity.granicus.com,"Rohnert Park, CA",us:place:0662546,"Rohnert Park, CA",municipality,registry,us_places.csv Rohnert Park city,,rohnert-park-ca,us,CA,rohnert-park-ca,no,Cities & towns
orangecountync.cablecast.tv,Orange County,us:county:37135,"Orange County, NC",county,registry,us_counties.csv Orange County (state from subdomain orangecountync.cablecast.tv),,orange-county-nc,us,NC,orange-county,no,Counties & regions
wilmington-nc.cablecast.tv,City of Wilmington,us:place:3774440,"Wilmington, NC",municipality,registry,us_places.csv Wilmington city (state from subdomain wilmington-nc.cablecast.tv),,wilmington-nc,us,NC,wilmington,yes,Cities & towns
broomfieldco.cablecast.tv,"Broomfield, CO",us:place:0809280,"Broomfield, CO",municipality,registry,us_places.csv Broomfield city,,broomfield-co,us,CO,broomfield-co,no,Cities & towns
pub-cityofgainesville.escribemeetings.com,"City of Gainesville, FL",us:place:1225175,"Gainesville, FL",municipality,registry,us_places.csv Gainesville city,,gainesville-fl,us,FL,gainesville-fl,yes,Cities & towns
atherton.primegov.com,"Town of Atherton, CA",us:place:0603092,"Atherton, CA",municipality,registry,us_places.csv Atherton town,,atherton-ca,us,CA,town-of-atherton-ca,yes,Cities & towns
capitalcityconnection.cablecast.tv,"Montgomery, AL",us:place:0151000,"Montgomery, AL",municipality,registry,us_places.csv Montgomery city,,montgomery-al,us,AL,montgomery-al,no,Cities & towns
pub-clarington.escribemeetings.com,Clarington,us:place:3915210,"Clarington, OH",municipality,registry,us_places.csv Clarington village (state from tenant_hints.csv pub-clarington.escribemeetings.com),,clarington-oh,us,OH,clarington,no,Cities & towns
pub-cobourg.escribemeetings.com,"Town of Cobourg, ON",ca:csd:3514021,"Cobourg, ON",municipality,registry,ca_csd.csv Cobourg,,cobourg-on,ca,ON,town-of-cobourg-on,yes,Cities & towns
louisville.granicus.com,"Louisville, KY",us:place:2148006,"Louisville/Jefferson County, KY",municipality,registry,governments.csv curated alias 'Louisville',,louisville-jefferson-county-ky,us,KY,louisville-ky,no,Cities & towns
pub-collingwood.escribemeetings.com,"Town of Collingwood, ON",ca:csd:3543031,"Collingwood, ON",municipality,registry,ca_csd.csv Collingwood,,collingwood-on,ca,ON,town-of-collingwood-on,yes,Cities & towns
grandjunctionco.portal.civicclerk.com,"Grand Junction, CO",us:place:0831660,"Grand Junction, CO",municipality,registry,us_places.csv Grand Junction city,,grand-junction-co,us,CO,grand-junction-co,no,Cities & towns
pub-detroitmi.escribemeetings.com,"City of Detroit, MI",us:place:2622000,"Detroit, MI",municipality,registry,us_places.csv Detroit city,,detroit-mi,us,MI,detroit-mi,yes,Cities & towns
cvrdtest.primegov.com,"Town of Lake Cowichan, BC",ca:csd:5919016,"Lake Cowichan, BC",municipality,registry,ca_csd.csv Lake Cowichan,,lake-cowichan-bc,ca,BC,town-of-lake-cowichan-bc,yes,Cities & towns
pub-forterie.escribemeetings.com,"Town of Fort Erie, ON",ca:csd:3526003,"Fort Erie, ON",municipality,registry,ca_csd.csv Fort Erie,,fort-erie-on,ca,ON,town-of-fort-erie-on,yes,Cities & towns
delraybeach.granicus.com,"City of Delray Beach, FL",us:place:1217100,"Delray Beach, FL",municipality,registry,us_places.csv Delray Beach city,,delray-beach-fl,us,FL,delray-beach-fl,yes,Cities & towns
pub-georgina.escribemeetings.com,"Town of Georgina, ON",ca:csd:3519070,"Georgina, ON",municipality,registry,ca_csd.csv Georgina,,georgina-on,ca,ON,town-of-georgina-on,yes,Cities & towns
cvwd.primegov.com,"City of Indio, CA",rtr:us:ca:coachella-valley-water-district,"Coachella Valley Water District, CA",special_district,pinned,tenant_overrides.csv cvwd.primegov.com source=architecture_doc_1_3,,coachella-valley-water-district-ca,us,CA,indio-ca,yes,Agencies & special districts
pasadena.granicus.com,City of Pasadena,,City of Pasadena,municipality,unresolved,no state for 'City of Pasadena',,city-of-pasadena,us,,pasadena,yes,Cities & towns
pub-guelph.escribemeetings.com,"Guelph, ON",ca:csd:3523008,"Guelph, ON",municipality,registry,ca_csd.csv Guelph,,guelph-on,ca,ON,guelph-on,no,Cities & towns
greeleyco.portal.civicclerk.com,Greeley,us:place:0832155,"Greeley, CO",municipality,registry,us_places.csv Greeley city (state from subdomain greeleyco.portal.civicclerk.com),,greeley-co,us,CO,greeley,no,Cities & towns
deltona.granicus.com,"City of Deltona, FL",us:place:1217200,"Deltona, FL",municipality,registry,us_places.csv Deltona city,,deltona-fl,us,FL,deltona-fl,yes,Cities & towns
pub-hpsb.escribemeetings.com,City of Hamilton,rtr:ca:on:hamilton-police-services-board,"Hamilton Police Services Board, ON",other,pinned,tenant_overrides.csv pub-hpsb.escribemeetings.com source=architecture_doc_1_3,,hamilton-police-services-board-on,ca,ON,hamilton,yes,Other public bodies
hgcity.primegov.com,"City of Hawaiian Gardens, CA",us:place:0632506,"Hawaiian Gardens, CA",municipality,registry,us_places.csv Hawaiian Gardens city,,hawaiian-gardens-ca,us,CA,hawaiian-gardens-ca,yes,Cities & towns
greenbaywi.portal.civicclerk.com,"Green Bay, WI",us:place:5531000,"Green Bay (city), WI",municipality,registry,us_places.csv Green Bay city,,green-bay-city-wi,us,WI,green-bay-wi,no,Cities & towns
ketchikan.primegov.com,"City of Ketchikan, AK",us:place:0238970,"Ketchikan, AK",municipality,registry,us_places.csv Ketchikan city,,ketchikan-ak,us,AK,ketchikan-ak,yes,Cities & towns
pub-lake-elsinore.escribemeetings.com,"City of Lake Elsinore, CA",us:place:0639486,"Lake Elsinore, CA",municipality,registry,us_places.csv Lake Elsinore city,,lake-elsinore-ca,us,CA,lake-elsinore-ca,yes,Cities & towns
pub-lambtonshores.escribemeetings.com,"Lambton Shores, ON",ca:csd:3538040,"Lambton Shores, ON",municipality,registry,ca_csd.csv Lambton Shores,,lambton-shores-on,ca,ON,lambton-shores-on,no,Cities & towns
bancroft.civicweb.net,Town of Bancroft,,Town of Bancroft,municipality,unresolved,no state for 'Town of Bancroft',,town-of-bancroft,us,,town-of-bancroft,yes,Cities & towns
ladwp.primegov.com,"City of Los Angeles, CA",rtr:us:ca:los-angeles-department-of-water-and-power,"Los Angeles Department of Water and Power, CA",special_district,pinned,tenant_overrides.csv ladwp.primegov.com source=architecture_doc_1_3,,los-angeles-department-of-water-and-power-ca,us,CA,los-angeles-ca,yes,Agencies & special districts
pub-oshawa.escribemeetings.com,"City of Oshawa, ON",ca:csd:3518013,"Oshawa, ON",municipality,registry,ca_csd.csv Oshawa,,oshawa-on,ca,ON,oshawa-on,yes,Cities & towns
kerrvilletx.portal.civicclerk.com,"Kerrville, TX",us:place:4839040,"Kerrville, TX",municipality,registry,us_places.csv Kerrville city,,kerrville-tx,us,TX,kerrville-tx,no,Cities & towns
pub-owensound.escribemeetings.com,"City of Owen Sound, ON",ca:csd:3542059,"Owen Sound, ON",municipality,registry,ca_csd.csv Owen Sound,,owen-sound-on,ca,ON,owen-sound-on,yes,Cities & towns
lakeforest.primegov.com,City of Lake Forest,,City of Lake Forest,municipality,unresolved,no state for 'City of Lake Forest',,city-of-lake-forest,us,,lake-forest,yes,Cities & towns
pub-penticton.escribemeetings.com,"City of Penticton, BC",ca:csd:5907041,"Penticton, BC",municipality,registry,ca_csd.csv Penticton,,penticton-bc,ca,BC,penticton-bc,yes,Cities & towns
santaclara.granicus.com,City of Santa Clara,us:place:0669084,"Santa Clara, CA",municipality,pinned,tenant_overrides.csv santaclara.granicus.com source=auto_derived+upcoming_roster,,santa-clara-ca,us,CA,santa-clara,yes,Cities & towns
lucascooh.portal.civicclerk.com,"Lucas County, OH",us:county:39095,"Lucas County, OH",county,registry,us_counties.csv Lucas County,,lucas-county-oh,us,OH,lucas-county-oh,no,Counties & regions
pub-portmoody.escribemeetings.com,"City of Port Moody, BC",ca:csd:5915043,"Port Moody, BC",municipality,registry,ca_csd.csv Port Moody,,port-moody-bc,ca,BC,port-moody-bc,yes,Cities & towns
redmondor.portal.civicclerk.com,"Redmond, OR",us:place:4161200,"Redmond, OR",municipality,registry,us_places.csv Redmond city,,redmond-or,us,OR,redmond-or,no,Cities & towns
